prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Consulta Externa,387 -NEUROCIRUGÍA
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Consulta Externa,388 -NEUROPEDIATRÍA
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Consulta Externa,409 -ORTOPEDIA PEDIÁTRICA
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
ADMINISTRADORA CLINICA LA COLINA SAS,ADMINISTRADORA CLINICA LA COLINA SAS,Clínica La Colina,"zuley.diaz@Clínicalacolina.com, luz.cardenas@Clínicalacolina.com","CALLE 167 No 72-07 PISOS 1, 2, 3, 4A, 5, 6, 7 y 8",4897000 ext 6011 - 6010,Privada,Urgencias,501 -SERVICIO de URGENCIAS
ADVANCE ODONTOLOGIA SAS,Advance Odontologìa,Advance Odontología,satuple4@hotmail.com,Avenida 19 No.102 - 31 local 2-1,4674620 -4674621,Privada,Consulta Externa,311 -ENDODONCIA
ADVANCE ODONTOLOGIA SAS,Advance Odontologìa,Advance Odontología,satuple4@hotmail.com,Avenida 19 No.102 - 31 local 2-1,4674620 -4674621,Privada,Consulta Externa,338 -ORTODONCIA
ADVANCE ODONTOLOGIA SAS,Advance Odontologìa,Advance Odontología,satuple4@hotmail.com,Avenida 19 No.102 - 31 local 2-1,4674620 -4674621,Privada,Consulta Externa,343 -PERIODONCIA
ADVANCE ODONTOLOGIA SAS,Advance Odontologìa,Advance Odontología,satuple4@hotmail.com,Avenida 19 No.102 - 31 local 2-1,4674620 -4674621,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
ADVANCE ODONTOLOGIA SAS,Advance Odontologìa,Advance Odontología,satuple4@hotmail.com,Avenida 19 No.102 - 31 local 2-1,4674620 -4674621,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD Cirugía ORAL y MAXILOFACIAL - NO ONCOLÓGICO
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC CLINICAL CENTER,Aesthetic Clínical Center,aesthetiClínical@hotmail.com,CALLE 94 A No. 21-23,6180344-61,Privada,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC CLINICAL CENTER,Aesthetic Clínical Center,aesthetiClínical@hotmail.com,CALLE 94 A No. 21-23,6180344-61,Privada,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC CLINICAL CENTER,Aesthetic Clínical Center,aesthetiClínical@hotmail.com,CALLE 94 A No. 21-23,6180344-61,Privada,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC CLINICAL CENTER,Aesthetic Clínical Center,aesthetiClínical@hotmail.com,CALLE 94 A No. 21-23,6180344-61,Privada,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC CLINICAL CENTER,Aesthetic Clínical Center,aesthetiClínical@hotmail.com,CALLE 94 A No. 21-23,6180344-61,Privada,Consulta Externa,301 -ANESTESIA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC MEDICAL SPA,Aesthetic Médical Spa,laseryesretica@hotmail.com,KR 10 No. 96 - 25 CS 403,6160557,Privada,Consulta Externa,308 -deRMATOLOGÍA
B Y R GROUP Sociedad por Acciones Simplificada SIGLA B Y R SAS,AESTHETIC MEDICAL SPA,Aesthetic Médical Spa,laseryesretica@hotmail.com,KR 10 No. 96 - 25 CS 403,6160557,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Air Liquide Colombia Sas,AIR LIQUIDE COLOMBIA AGENCIA QUINTA PAREDES,Air Liquide Colombia Quinta Paredes,bernardo.correa@airliquide.com,CALLE 21 # 42-81,7424444,Privada,Consulta Externa,331 -NEUMOLOGÍA
Alan Gonzalez Cirugia Plastica y Tratamientos no Qururgicos IPS S.A.S,Alan Gonzalez Cirugía Plástica y Tratamientos No Qurúrgicos IPS S.A.S,Alan González Cirugía Plástica y Salud Estética,contacto@alangonzalez.com,Carrera 7 BIS No 124 - 26 Oficina 201-701-702,7424270,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Alan Gonzalez Cirugia Plastica y Tratamientos no Qururgicos IPS S.A.S,Alan Gonzalez Cirugía Plástica y Tratamientos No Qurúrgicos IPS S.A.S,Alan González Cirugía Plástica y Salud Estética,contacto@alangonzalez.com,Carrera 7 BIS No 124 - 26 Oficina 201-701-702,7424270,Privada,Consulta Externa,397 -MEDICINA ESTÉTICA
Aleandes Y Compañía Limitada,ALEANDES Y COMPAÑÍA LIMITADA,Aleandes y Cia Ltda,gerencia.aleandes@gmail.com,CARRERA 17 N° 33 A 03,2881726,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
ALEJANDRO OROZCO SAS,ALEJANDRO OROZCO SAS,Alejandro Orozco SAS,aorozco.foqus@gmail.com,AV CLL 116 No.9 72 CONS 701 702 703,3164474264 - 3144578279,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
ALEJANDRO OROZCO SAS,ALEJANDRO OROZCO SAS,Alejandro Orozco SAS,aorozco.foqus@gmail.com,AV CLL 116 No.9 72 CONS 701 702 703,3164474264 - 3144578279,Privada,Consulta Externa,329 -MEDICINA INTERNA
ALIADOS SALUD OCUPACIONAL SAS,ALIADOS SALUD OCUPACIONAL SAS,Aliados Salud Ocupacional SAS,aliados_so@yahoo.es,CL 80 # 19 56,6230213 - 3112273836,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,Alianza Diagnóstica y Quirúrgica Life,ADQLIFE@GMAIL.COM,CARRERA 7 C Nº 125 - 11 P2 CS 403-405,7954100 - 3015162303,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,Alianza Diagnóstica y Quirúrgica Life,ADQLIFE@GMAIL.COM,CARRERA 7 C Nº 125 - 11 P2 CS 403-405,7954100 - 3015162303,Privada,Consulta Externa,320 -GINECOBSTETRICIA
ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,ALIANZA DIAGNOSTICA Y QUIRURGICA LIFE SAS SIGLA ADQ LIFE SAS,Alianza Diagnóstica y Quirúrgica Life,ADQLIFE@GMAIL.COM,CARRERA 7 C Nº 125 - 11 P2 CS 403-405,7954100 - 3015162303,Privada,Consulta Externa,355 -UROLOGÍA
Alianza Examenes Empresariales Ocupacionales Y Servicios Medicos Ltda,ALIANZA EXAMENES EMPRESARIALES OCUPACIONALES Y SERVICIOS MEDICOS LTDA,Alianza Examenes Empresariales Ocupacionales y Servicios Médicos Ltda,Marfeliain.alianza@gmail.com,CR 7 N° 27 - 52 OFICINA 604,5603865 - CEL: 3133502838,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
Alta Vision Sas,ALTA VISION,Alta Vision,doviedo@hablemosdesalud.com.co,Kr 14 No. 86A - 15,6164585,Privada,Consulta Externa,335 -OFTALMOLOGÍA
ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,Odonto Estetik,ODONTOESTETIK2010@HOTMAIL.COM,KR. 53 No. 45a-06 SUR,2388823-3102574952,Privada,Consulta Externa,311 -ENDODONCIA
ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,Odonto Estetik,ODONTOESTETIK2010@HOTMAIL.COM,KR. 53 No. 45a-06 SUR,2388823-3102574952,Privada,Consulta Externa,338 -ORTODONCIA
ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,Odonto Estetik,ODONTOESTETIK2010@HOTMAIL.COM,KR. 53 No. 45a-06 SUR,2388823-3102574952,Privada,Consulta Externa,343 -PERIODONCIA
ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,Odonto Estetik,ODONTOESTETIK2010@HOTMAIL.COM,KR. 53 No. 45a-06 SUR,2388823-3102574952,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,ALVARADO RODRIGUEZ ARENAS ORTODONCISTAS ASOCIADOS SAS SIGLA CLINICA ODONTOLOGICA ODONTO ESTETIK,Odonto Estetik,ODONTOESTETIK2010@HOTMAIL.COM,KR. 53 No. 45a-06 SUR,2388823-3102574952,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
AMI PALLIUM COLOMBIA SAS,AMI PALLIUM COLOMBIA SAS,Ami Pallium Colombia SAS,alianzapallium@gmail.com,CARRERA 78 No 17-57 oficina 406,3156284710,Privada,Consulta Externa,309 -DOLOR y CUIDADOS PALIATIVOS - NO ONCOLÓGICO
ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,Analizar Laboratorio Clínico Automatizado ,analizar@analizarlab.com,Calle 45 C BIS 22-36,6580000 ext. 9230,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,308 -deRMATOLOGÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,320 -GINECOBSTETRICIA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,329 -MEDICINA INTERNA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,342 -PEDIATRÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,355 -UROLOGÍA
SOCIEDAD DE CONSULTORIA Y PRESTACION DE SERVICIOS ANDAR S.A. SIGLA A & P ANDAR S.A.,ANDAR CALLE 80,Andar Calle 80,andar_s.a@hotmail.com,AC 80 N 69 K 27,6600800,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,Ángela Patricia Torres C Soluciones en Odontología ,angelitatorres@gmail.com,CARRERA 9 103 A 36 CONS 402,3163418786,Privada,Consulta Externa,311 -ENDODONCIA
ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,Ángela Patricia Torres C Soluciones en Odontología ,angelitatorres@gmail.com,CARRERA 9 103 A 36 CONS 402,3163418786,Privada,Consulta Externa,338 -ORTODONCIA
ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,Ángela Patricia Torres C Soluciones en Odontología ,angelitatorres@gmail.com,CARRERA 9 103 A 36 CONS 402,3163418786,Privada,Consulta Externa,343 -PERIODONCIA
ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,Ángela Patricia Torres C Soluciones en Odontología ,angelitatorres@gmail.com,CARRERA 9 103 A 36 CONS 402,3163418786,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,ANGELA PATRICIA TORRES C SOLUCIONES EN ODONTOLOGÍA S.A.S,Ángela Patricia Torres C Soluciones en Odontología ,angelitatorres@gmail.com,CARRERA 9 103 A 36 CONS 402,3163418786,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
APM SERVICIOS ASISTENCIALES IPS S.A.S,APM SERVICIOS ASISTENCIALES IPS S.A.S,APM Servicios AsistencialesIPS,administracion@apmasesores.com,CARRERA 16 No 68-74,6067222- 3106666888,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,302 -CARDIOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,303 -CIRUGÍA CARDIOVASCULAR
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,308 -deRMATOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,310 -ENDOCRINOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,320 -GINECOBSTETRICIA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,321 -HEMATOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,323 -INFECTOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,327 -MEDICINA FÍSICA y REHABILITACIÓN
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,329 -MEDICINA INTERNA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,330 -NEFROLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,331 -NEUMOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,332 -NEUROLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,335 -OFTALMOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,342 -PEDIATRÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,345 -PSIQUIATRÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,348 -REUMATOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,355 -UROLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,377 -COLOPROCTOLOGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,387 -NEUROCIRUGÍA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,397 -MEDICINA ESTÉTICA
APREHSI LTDA,APREHSI SEDE BOGOTA,Aprehsi IPS,bermudezjuanfelipe@aprehsiltda.com,Carrera 33 # 19C - 09,3174328220,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,Fundación Arcángeles,gloriapinilla@arcangeles.org,CL # 106 17A 43,6 29 70 47 ext 115-116,Privada,Consulta Externa,327 -MEDICINA FÍSICA y REHABILITACIÓN
ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,Fundación Arcángeles,gloriapinilla@arcangeles.org,CL # 106 17A 43,6 29 70 47 ext 115-116,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,Fundación Arcángeles,gloriapinilla@arcangeles.org,CL # 106 17A 43,6 29 70 47 ext 115-116,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
CENTRO MEDICO ARIZALUD S A S,ARIZALUD,Arizalud,arizalud@gmail.com,TV 87 C # 59 A 23 SUR LC 1,9231505-3228493476,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
ARMONIA DENTO FACIAL ADF S.A.S,ARMONIA DENTO FACIAL ADF S.A.S,Clínica Armonía dento Facial,,CRA 11 A # 97 19,,Privada,Consulta Externa,311 -ENDODONCIA
ARMONIA DENTO FACIAL ADF S.A.S,ARMONIA DENTO FACIAL ADF S.A.S,Clínica Armonía dento Facial,,CRA 11 A # 97 19,,Privada,Consulta Externa,334 -ODONTOLOGÍA GENERAL
ARMONIA DENTO FACIAL ADF S.A.S,ARMONIA DENTO FACIAL ADF S.A.S,Clínica Armonía dento Facial,,CRA 11 A # 97 19,,Privada,Consulta Externa,338 -ORTODONCIA
ARMONIA DENTO FACIAL ADF S.A.S,ARMONIA DENTO FACIAL ADF S.A.S,Clínica Armonía dento Facial,,CRA 11 A # 97 19,,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
ARMONIA DENTO FACIAL ADF S.A.S,ARMONIA DENTO FACIAL ADF S.A.S,Clínica Armonía dento Facial,,CRA 11 A # 97 19,,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
ARMONIA LASER IPS SAS,ARMONIA LASER IPS SAS,Armonía Laser IPS,fabian5g@hotmail.com,TRASVERSAL 55 B Nº115 A 06,2131403,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
ARMONIA LASER IPS SAS,ARMONIA LASER IPS SAS,Armonía Laser IPS,fabian5g@hotmail.com,TRASVERSAL 55 B Nº115 A 06,2131403,Privada,Consulta Externa,397 -MEDICINA ESTÉTICA
Arte Oral Servicios Odontologicos Especializados S.A.S,ARTE ORAL,Arte Oral,info.cita@arteoral.com,Cra. 47A Nº 118 - 27,6207940,Privada,Consulta Externa,311 -ENDODONCIA
Arte Oral Servicios Odontologicos Especializados S.A.S,ARTE ORAL,Arte Oral,info.cita@arteoral.com,Cra. 47A Nº 118 - 27,6207940,Privada,Consulta Externa,338 -ORTODONCIA
Arte Oral Servicios Odontologicos Especializados S.A.S,ARTE ORAL,Arte Oral,info.cita@arteoral.com,Cra. 47A Nº 118 - 27,6207940,Privada,Consulta Externa,343 -PERIODONCIA
Arte Oral Servicios Odontologicos Especializados S.A.S,ARTE ORAL,Arte Oral,info.cita@arteoral.com,Cra. 47A Nº 118 - 27,6207940,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Arte Oral Servicios Odontologicos Especializados S.A.S,ARTE ORAL,Arte Oral,info.cita@arteoral.com,Cra. 47A Nº 118 - 27,6207940,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
ARTHRO-ESLO SAS,ARTHRO-ESLO SAS,Arthro-Eslo SAS,arthroeslo@gmail.com,AC 134 No 7B-83 OF 122 CS 2,5200010,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Artro Centro Ips Especialidades Articulares Y Rehabilitacion E.U.,ARTRO CENTRO IPS ESPECIALIDADES ARTICULARES Y REHABILITACION,ARTROCENTRO IPS,pauloalban@artrocentro.com,kr 27B NO. 73-59,5405106 2252614 3115219789,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Asisderma Ltda,ASISDERMA CLINICA DE LA PIEL LA CASTELLANA,Asisderma Clínica de la Piel,dermatologysedenorte@hotmail.com,CL 99 # 48 06 CS 504,(091) 6044276,Privada,Consulta Externa,308 -deRMATOLOGÍA
Asisderma Ltda,ASISDERMA CLINICA DE LA PIEL LA CASTELLANA,Asisderma Clínica de la Piel,dermatologysedenorte@hotmail.com,CL 99 # 48 06 CS 504,(091) 6044276,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
